Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1782658761,150,,Aggregated,298.800000,0.000000,190,210,230,250,270,290,320,360,560,4700,4700,8205,6,190.0,201.71695504521773,101.05432099999234,4734.152746000291,15.055575868372943
1782658762,150,,Aggregated,302.900000,0.000000,190,210,230,250,270,290,320,360,560,4700,4700,8512,6,190.0,201.50111311184338,101.05432099999234,4734.152746000291,15.053571428571429
1782658763,150,,Aggregated,302.100000,0.000000,190,210,230,250,270,290,320,360,560,4700,4700,8796,6,190.0,201.51757621657777,101.05432099999234,4734.152746000291,15.051841746248295
1782658764,150,,Aggregated,303.100000,0.000000,190,210,230,250,270,290,320,360,560,4700,4700,9118,6,190.0,201.29801320498038,101.05432099999234,4734.152746000291,15.050010967317395
1782658765,150,,Aggregated,301.500000,0.000000,190,210,230,240,270,290,310,360,560,4700,4700,9396,6,190.0,201.0591636533641,101.05432099999234,4734.152746000291,15.048531289910601
1782658766,150,,Aggregated,299.600000,0.000000,190,210,230,250,270,290,320,360,560,4700,4700,9695,6,190.0,201.26122459742254,101.05432099999234,4734.152746000291,15.04703455389376
1782658767,150,,Aggregated,300.900000,0.000000,190,210,230,250,270,290,320,360,560,4600,4700,10008,6,190.0,201.26314759682379,101.05432099999234,4734.152746000291,15.045563549160672
1782658768,150,,Aggregated,301.500000,0.000000,190,210,230,250,270,290,320,360,560,4600,4700,10298,6,190.0,201.67350471227564,101.05432099999234,4734.152746000291,15.044280442804428
1782658769,150,,Aggregated,296.700000,0.000000,190,210,230,250,270,290,310,360,560,4600,4700,10599,6,190.0,201.05409410416192,101.05432099999234,4734.152746000291,15.043022926691197
1782658770,150,,Aggregated,299.600000,0.000000,190,210,230,250,270,290,310,360,560,4600,4700,10904,6,190.0,200.96779267534978,101.05432099999234,4734.152746000291,15.041819515774028
1782658771,150,,Aggregated,299.700000,0.000000,190,210,230,250,270,290,310,360,550,4600,4700,11195,6,190.0,201.4931856620826,101.05432099999234,4734.152746000291,15.040732469852612
