Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/grpc-202308204,12334,6,190.0,202.5290445206765,101.05432099999234,4734.152746000291,15.036970974541916,280.2033033894352,0.1363077525812073,190,220,240,250,280,290,320,360,560,4600,4700
,Aggregated,12334,6,190.0,202.5290445206765,101.05432099999234,4734.152746000291,15.036970974541916,280.2033033894352,0.1363077525812073,190,220,240,250,280,290,320,360,560,4600,4700
